date,centre_id,crop_id,farmers_ahead,active_counters,recent_avg_service_minutes,hour,interruption_active,wait_minutes
2024-11-23,1,3,11,2,14.89,13.19,0,80.58
2024-11-23,1,3,5,3,19.31,16.61,0,30.27
2024-11-23,1,3,15,3,18.58,11.51,0,89.24
2024-11-23,1,3,4,4,18.85,14.77,0,16.38
2024-11-23,1,3,3,2,20.17,10.46,0,26.97
2024-11-23,1,3,3,2,16.41,8.71,0,26.67
2024-11-23,1,3,10,2,15.93,11.94,0,84.78
2024-11-23,1,3,1,2,17.06,16.39,0,13.24
2024-11-23,1,3,14,3,19.72,9.39,0,96.58
2024-11-23,1,3,14,1,17.81,8.52,0,251.29
2024-11-23,1,3,15,4,16.08,8.88,0,68.11
2024-11-23,1,3,13,4,15.9,13.45,0,48.19
2024-11-23,1,3,7,1,12.78,12.37,0,91.21
2024-11-23,1,3,0,2,14.93,12.53,0,0.56
2024-11-24,1,3,14,4,20.55,12.55,0,69.69
2024-11-24,1,3,12,4,17.91,14.51,1,81.3
2024-11-24,1,3,3,3,17.3,9.69,0,11.34
2024-11-24,1,3,8,1,16.84,10.97,0,132.89
2024-11-24,1,3,14,1,16.23,16.31,0,230.61
2024-11-24,1,3,10,3,16.99,12.09,0,56.91
2024-11-24,1,3,12,2,17.31,11.53,0,102.95
2024-11-24,1,3,2,3,17.31,12.62,0,15.95
2024-11-24,1,3,2,4,17.12,15.04,0,4.05
2024-11-24,1,3,0,1,18.17,12.1,0,1.65
2024-11-24,1,3,4,4,14.51,16.75,1,32.97
2024-11-24,1,3,10,3,16.63,10.94,0,60.35
2024-11-24,1,3,3,3,16.12,10.95,0,9.99
2024-11-24,1,3,11,1,23.33,10.46,0,255.7
2024-11-25,1,3,14,3,17.67,12.52,0,85.11
2024-11-25,1,3,10,4,13.27,16.75,0,35.69
2024-11-25,1,3,9,1,17.88,11.58,1,181.23
2024-11-25,1,3,2,1,16.63,10.41,0,29.1
2024-11-25,1,3,2,3,19.07,9.52,0,8.77
2024-11-25,1,3,5,3,17.38,10.24,0,25.37
2024-11-25,1,3,7,2,22.41,9.22,0,84.78
2024-11-25,1,3,9,3,19.08,11.15,0,48.31
2024-11-25,1,3,7,2,13.5,16.28,0,49.66
2024-11-25,1,3,11,1,17.25,12.6,0,191.86
2024-11-25,1,3,4,4,20.11,11.58,0,15.93
2024-11-25,1,3,12,3,17.53,11.01,0,67.89
2024-11-25,1,3,9,1,19.5,16.38,0,177.56
2024-11-26,1,3,16,2,14.34,13.58,0,118.82
2024-11-26,1,3,12,1,19.78,10.45,1,254.8
2024-11-26,1,3,12,4,14.86,16.44,0,49.61
2024-11-26,1,3,4,3,13.33,12.23,0,19.88
2024-11-26,1,3,0,1,15.32,14.42,0,0.0
2024-11-26,1,3,7,3,18.34,13.76,0,50.64
2024-11-26,1,3,1,4,17.31,8.16,0,6.58
2024-11-26,1,3,15,3,17.28,13.51,0,87.78
2024-11-26,1,3,7,3,18.23,15.05,1,73.77
2024-11-26,1,3,6,1,15.97,13.48,0,97.8
2024-11-26,1,3,9,2,21.11,14.34,0,95.4
2024-11-26,1,3,9,3,15.79,10.82,0,46.64
2024-11-26,1,3,14,2,16.79,8.2,0,118.01
2024-11-26,1,3,16,2,19.0,13.72,0,149.32
2024-11-26,1,3,11,2,17.33,14.81,0,99.04
2024-11-27,1,3,15,2,12.93,8.79,0,89.44
2024-11-27,1,3,15,3,15.26,13.1,0,73.92
2024-11-27,1,3,5,2,16.64,8.43,0,39.83
2024-11-27,1,3,6,1,15.96,9.97,0,93.08
2024-11-27,1,3,8,3,18.57,10.15,0,50.89
2024-11-27,1,3,2,3,16.85,13.82,1,33.89
2024-11-27,1,3,3,2,16.72,11.89,0,19.53
2024-11-27,1,3,0,4,15.55,14.56,0,0.0
2024-11-27,1,3,12,1,15.88,11.06,0,187.88
2024-11-27,1,3,2,4,14.52,13.85,0,7.97
2024-11-27,1,3,2,3,13.71,10.84,0,8.95
2024-11-27,1,3,4,4,20.09,13.66,0,18.45
2024-11-27,1,3,2,4,14.96,10.55,0,6.78
2024-11-27,1,3,7,1,15.37,9.18,0,115.47
2024-11-28,1,3,11,3,15.17,11.26,0,46.46
2024-11-28,1,3,12,1,17.35,10.63,0,214.43
2024-11-28,1,3,16,2,13.92,15.2,0,117.12
2024-11-28,1,3,4,2,16.6,10.18,0,36.06
2024-11-28,1,3,0,2,15.11,11.94,0,0.0
2024-11-28,1,3,6,2,15.35,12.95,1,55.07
2024-11-28,1,3,13,4,17.23,16.17,0,53.49
2024-11-28,1,3,11,3,17.14,13.71,0,68.11
2024-11-28,1,3,4,2,16.54,9.74,0,34.0
2024-11-28,1,3,7,3,19.68,12.35,0,49.8
2024-11-28,1,3,16,3,17.68,12.42,0,87.84
2024-11-28,1,3,13,2,19.83,15.35,0,130.88
2024-11-28,1,3,2,1,17.58,13.32,0,34.27
2024-11-28,1,3,7,1,14.14,8.9,0,103.52
2024-11-28,1,3,12,2,15.08,11.23,0,96.02
2024-11-28,1,3,6,4,16.35,8.82,0,22.72
2024-11-28,1,3,9,2,16.51,15.18,0,75.35
2024-11-28,1,3,9,2,15.09,12.16,1,90.58
2024-11-29,1,3,14,4,15.95,11.69,0,58.2
2024-11-29,1,3,11,1,15.89,16.34,1,189.85
2024-11-29,1,3,18,3,20.46,10.19,0,116.26
2024-11-29,1,3,20,4,19.78,11.07,0,100.11
2024-11-29,1,3,5,3,21.61,15.38,0,34.95
2024-11-29,1,3,21,3,18.06,8.9,0,132.36
2024-11-29,1,3,13,2,18.63,9.25,0,126.14
2024-11-29,1,3,21,1,19.11,8.29,0,396.25
2024-11-29,1,3,12,1,18.56,10.17,0,215.73
2024-11-29,1,3,11,4,18.82,10.86,0,54.82
2024-11-29,1,3,14,3,20.53,11.97,0,93.04
2024-11-29,1,3,19,2,17.01,16.08,0,164.09
2024-11-29,1,3,21,1,17.65,11.36,0,371.71
2024-11-29,1,3,16,1,15.87,15.24,0,246.77
2024-11-29,1,3,0,1,19.95,9.61,0,2.73
2024-11-29,1,3,6,2,12.63,15.83,1,58.92
2024-11-29,1,3,7,1,15.22,13.61,0,110.55
2024-11-29,1,3,0,2,18.59,15.29,0,0.0
2024-11-29,1,3,6,4,18.86,15.28,0,31.62
2024-11-29,1,3,6,2,19.27,12.3,0,60.81
2024-11-30,1,3,11,4,16.24,12.02,0,47.17
2024-11-30,1,3,8,3,19.76,12.37,0,50.49
2024-11-30,1,3,10,2,17.5,14.85,0,92.93
2024-11-30,1,3,13,1,17.9,9.74,0,229.73
2024-11-30,1,3,6,4,17.65,13.66,0,20.68
2024-11-30,1,3,5,1,16.21,15.81,0,82.76
2024-11-30,1,3,8,4,18.92,9.67,0,42.33
2024-11-30,1,3,2,3,16.73,11.46,0,12.26
2024-11-30,1,3,5,2,18.01,11.64,0,44.67
2024-11-30,1,3,3,1,19.15,11.37,0,55.49
2024-11-30,1,3,11,4,17.47,12.07,0,40.66
2024-11-30,1,3,0,4,15.29,15.62,0,0.0
2024-11-30,1,3,0,2,15.61,15.78,0,6.42
2024-11-30,1,3,14,2,16.39,13.27,0,111.51
2024-11-30,1,3,7,3,16.91,9.45,0,46.1
2024-11-30,1,3,9,1,13.63,12.46,0,124.86
2024-11-30,1,3,0,2,18.0,8.98,0,0.0
2024-12-01,1,3,6,2,17.27,11.44,0,43.22
2024-12-01,1,3,17,4,16.37,15.3,0,68.18
2024-12-01,1,3,3,1,15.88,15.38,0,43.38
2024-12-01,1,3,16,2,14.25,14.4,0,113.23
2024-12-01,1,3,2,2,18.31,12.48,0,17.16
2024-12-01,1,3,14,1,15.38,10.79,0,212.38
2024-12-01,1,3,10,1,19.41,8.61,0,195.75
2024-12-01,1,3,2,1,15.19,14.16,0,29.98
2024-12-01,1,3,11,1,17.22,11.64,0,189.35
2024-12-01,1,3,0,1,18.06,8.29,0,1.93
2024-12-01,1,3,10,3,15.81,14.81,0,50.51
2024-12-01,1,3,1,3,18.75,15.72,0,9.81
2024-12-01,1,3,13,1,11.43,8.0,0,148.88
2024-12-01,1,3,5,4,20.79,12.93,0,26.76
2024-12-01,1,3,3,3,16.67,9.97,0,14.91
2024-12-01,1,3,3,4,13.6,13.22,0,2.46
2024-12-01,1,3,4,4,18.39,12.76,0,18.5
2024-12-01,1,3,4,3,17.06,8.75,0,21.53
2024-12-02,1,3,10,3,15.49,9.09,0,54.15
2024-12-02,1,3,17,1,21.54,10.96,0,365.01
2024-12-02,1,3,21,1,16.91,9.38,0,350.57
2024-12-02,1,3,12,1,15.62,10.03,1,200.97
2024-12-02,1,3,26,2,15.37,12.72,1,220.06
2024-12-02,1,3,24,4,19.96,15.64,0,117.92
2024-12-02,1,3,11,1,16.18,13.5,0,179.43
2024-12-02,1,3,7,3,15.72,13.59,0,37.59
2024-12-02,1,3,11,2,15.93,16.48,0,87.4
2024-12-02,1,3,1,3,14.97,9.33,0,4.22
2024-12-02,1,3,0,3,18.46,13.65,0,0.0
2024-12-02,1,3,3,4,18.79,8.35,0,17.13
2024-12-02,1,3,11,2,14.45,15.04,1,101.11
2024-12-02,1,3,25,1,15.01,15.36,0,366.26
2024-12-02,1,3,7,2,19.56,13.05,0,75.46
2024-12-02,1,3,18,1,17.71,16.05,0,324.94
2024-12-02,1,3,7,2,18.39,15.06,0,63.45
2024-12-02,1,3,15,2,16.63,15.07,0,117.28
2024-12-02,1,3,3,3,14.17,15.29,0,13.4
2024-12-02,1,3,24,2,12.74,8.02,0,148.97
2024-12-02,1,3,12,2,17.19,9.71,0,113.62
2024-12-02,1,3,7,1,16.89,11.84,0,116.01
2024-12-02,1,3,1,1,18.22,8.23,0,17.0
2024-12-02,1,3,0,2,17.31,13.35,0,0.0
2024-12-02,1,3,23,2,18.06,13.12,1,227.56
2024-12-03,1,3,1,2,14.29,16.58,0,13.97
2024-12-03,1,3,7,4,16.07,16.75,0,29.06
2024-12-03,1,3,4,3,20.03,16.48,0,25.01
2024-12-03,1,3,14,2,15.29,10.58,0,105.06
2024-12-03,1,3,14,2,17.62,12.8,0,122.16
2024-12-03,1,3,14,1,18.5,14.12,0,254.22
2024-12-03,1,3,15,1,17.95,15.89,0,273.86
2024-12-03,1,3,12,4,15.29,12.4,0,43.28
2024-12-03,1,3,0,3,17.94,16.97,0,0.0
2024-12-03,1,3,13,2,18.36,8.65,0,113.73
2024-12-03,1,3,1,3,17.7,9.51,1,29.74
2024-12-03,1,3,7,1,16.69,12.11,0,111.5
2024-12-03,1,3,0,3,16.18,11.62,0,0.0
2024-12-03,1,3,7,3,20.12,10.15,0,45.91
2024-12-04,1,3,11,3,19.31,9.87,0,73.32
2024-12-04,1,3,11,1,16.52,9.77,0,184.37
2024-12-04,1,3,19,3,16.01,8.32,0,103.3
2024-12-04,1,3,4,3,19.17,12.96,1,33.04
2024-12-04,1,3,15,3,17.19,16.25,0,87.11
2024-12-04,1,3,20,4,16.11,9.62,0,83.44
2024-12-04,1,3,3,4,15.26,10.23,0,15.59
2024-12-04,1,3,8,3,15.84,10.07,0,45.9
2024-12-04,1,3,0,4,16.38,13.17,0,0.25
2024-12-04,1,3,6,2,19.88,8.54,0,54.94
2024-12-04,1,3,22,2,14.9,9.5,0,166.4
2024-12-04,1,3,1,4,18.26,16.23,0,8.17
2024-12-04,1,3,0,2,15.97,12.73,0,0.0
2024-12-04,1,3,16,3,18.9,10.75,0,96.78
2024-12-04,1,3,9,3,19.56,13.96,0,59.2
2024-12-04,1,3,13,1,17.5,10.01,0,225.99
2024-12-04,1,3,20,1,17.74,10.24,0,353.8
2024-12-04,1,3,14,1,13.0,12.94,0,187.9
2024-12-04,1,3,7,3,19.36,13.78,0,41.17
2024-12-04,1,3,5,2,17.16,12.71,0,39.73
2024-12-04,1,3,17,1,17.4,14.08,0,295.69
2024-12-05,1,3,6,2,15.45,9.42,0,38.69
2024-12-05,1,3,16,1,16.18,16.15,0,255.01
2024-12-05,1,3,6,2,16.01,8.33,0,53.46
2024-12-05,1,3,14,4,15.86,15.12,0,53.9
2024-12-05,1,3,8,2,18.01,14.73,0,73.37
2024-12-05,1,3,4,1,16.09,16.65,0,65.05
2024-12-05,1,3,12,2,14.6,9.75,0,86.32
2024-12-05,1,3,1,2,21.22,16.67,0,12.6
2024-12-05,1,3,8,2,15.24,13.62,1,88.92
2024-12-05,1,3,6,4,18.7,15.44,0,19.9
2024-12-05,1,3,9,1,16.14,12.42,0,142.99
2024-12-05,1,3,9,3,19.79,12.44,0,61.79
2024-12-05,1,3,7,1,17.89,12.39,0,120.19
2024-12-05,1,3,9,3,16.7,15.88,0,53.37
2024-12-05,1,3,15,1,16.91,8.64,0,252.72
2024-12-06,1,3,13,2,17.86,9.21,0,120.58
2024-12-06,1,3,2,4,18.06,14.85,0,5.29
2024-12-06,1,3,10,4,15.76,9.54,1,45.51
2024-12-06,1,3,4,4,15.46,14.25,0,8.88
2024-12-06,1,3,3,2,18.14,11.7,0,24.72
2024-12-06,1,3,19,4,18.36,8.67,0,90.64
2024-12-06,1,3,4,1,17.13,16.2,0,72.48
2024-12-06,1,3,15,2,15.95,17.0,0,112.68
2024-12-06,1,3,20,3,14.72,8.44,0,100.14
2024-12-06,1,3,15,1,16.95,8.33,0,251.18
2024-12-06,1,3,9,3,16.02,10.61,0,49.83
2024-12-06,1,3,12,2,15.95,11.21,0,92.16
2024-12-06,1,3,14,2,16.42,10.95,0,116.39
2024-12-06,1,3,12,1,17.75,11.95,0,217.72
2024-12-06,1,3,17,1,17.85,15.88,0,297.95
2024-12-06,1,3,13,3,17.25,15.12,0,82.05
2024-12-06,1,3,19,1,13.69,15.91,0,259.02
2024-12-06,1,3,1,3,15.83,8.69,0,10.15
2024-12-07,1,3,23,1,16.47,13.11,1,406.13
2024-12-07,1,3,10,3,19.14,12.56,0,64.2
2024-12-07,1,3,19,2,18.2,10.02,0,173.01
2024-12-07,1,3,9,4,19.23,12.3,0,36.47
2024-12-07,1,3,14,1,18.83,11.73,0,271.15
2024-12-07,1,3,14,3,19.36,9.49,0,92.06
2024-12-07,1,3,23,2,16.69,14.9,0,194.71
2024-12-07,1,3,11,4,16.06,11.36,0,41.49
2024-12-07,1,3,14,2,18.28,11.34,0,127.62
2024-12-07,1,3,15,3,13.13,9.55,1,96.04
2024-12-07,1,3,25,2,17.77,9.37,0,224.72
2024-12-07,1,3,7,2,15.06,15.84,0,54.93
2024-12-07,1,3,4,1,19.02,10.42,1,87.1
2024-12-07,1,3,16,2,17.53,14.5,0,135.36
2024-12-07,1,3,3,1,17.61,9.92,0,52.86
2024-12-07,1,3,23,3,19.78,8.02,0,149.04
2024-12-07,1,3,22,3,18.48,9.57,0,136.15
2024-12-07,1,3,1,1,17.89,8.35,0,23.91
2024-12-07,1,3,10,1,17.9,13.43,0,182.69
2024-12-07,1,3,9,2,17.3,14.03,0,79.18
2024-12-07,1,3,5,3,16.43,16.28,0,28.26
2024-12-07,1,3,7,1,15.97,15.89,0,116.18
2024-12-07,1,3,7,2,19.46,8.8,0,63.98
2024-12-07,1,3,13,3,18.23,8.03,0,80.42
2024-12-08,1,3,4,2,12.72,11.41,0,31.5
2024-12-08,1,3,9,2,16.55,14.24,0,77.48
2024-12-08,1,3,14,4,15.7,9.13,0,57.59
2024-12-08,1,3,3,2,15.31,10.09,0,23.01
2024-12-08,1,3,17,4,18.43,11.7,0,79.25
2024-12-08,1,3,9,1,15.99,16.79,1,157.9
2024-12-08,1,3,19,1,15.48,12.7,0,295.74
2024-12-08,1,3,3,4,16.68,15.58,0,10.69
2024-12-08,1,3,8,3,18.33,9.81,0,50.21
2024-12-08,1,3,7,3,20.04,13.2,0,39.48
2024-12-08,1,3,8,2,17.72,11.04,0,69.58
2024-12-08,1,3,0,2,16.01,14.68,0,0.0
2024-12-08,1,3,2,4,14.78,12.59,0,7.96
2024-12-08,1,3,5,1,17.07,16.54,0,86.64
2024-12-08,1,3,5,3,14.9,15.43,0,25.6
2024-12-08,1,3,10,4,17.02,15.8,0,46.29
2024-12-08,1,3,6,4,17.31,14.96,1,45.75
2024-12-09,1,3,21,2,16.41,14.97,0,174.89
2024-12-09,1,3,25,4,17.4,9.9,0,109.69
2024-12-09,1,3,9,3,18.43,9.89,0,51.22
2024-12-09,1,3,25,3,19.02,8.17,0,157.78
2024-12-09,1,3,25,1,17.47,9.03,0,430.19
2024-12-09,1,3,18,3,19.04,14.24,0,119.25
2024-12-09,1,3,7,2,18.52,13.66,0,66.77
2024-12-09,1,3,0,1,17.55,12.16,0,0.0
2024-12-09,1,3,15,1,14.45,15.98,0,217.06
2024-12-09,1,3,14,4,19.2,12.29,0,74.06
2024-12-09,1,3,8,1,20.36,11.61,0,162.9
2024-12-09,1,3,1,2,17.1,14.79,1,32.08
2024-12-09,1,3,23,2,18.17,14.67,0,208.75
2024-12-09,1,3,2,3,16.83,15.88,0,16.33
2024-12-09,1,3,4,4,15.44,14.92,0,17.96
2024-12-09,1,3,15,4,15.89,11.27,0,58.55
2024-12-09,1,3,9,2,17.52,15.01,0,81.6
2024-12-09,1,3,5,3,16.36,8.63,0,32.06
2024-12-09,1,3,17,4,16.08,13.72,0,65.68
2024-12-09,1,3,25,4,18.3,8.69,0,116.4
2024-12-09,1,3,14,2,15.91,11.02,0,111.11
2024-12-09,1,3,7,1,15.47,11.91,0,103.73
2024-12-09,1,3,12,3,16.49,12.51,0,63.54
2024-12-09,1,3,9,3,16.06,12.98,0,48.31
2024-12-09,1,3,2,3,20.59,13.91,0,18.58
2024-12-10,1,3,5,2,18.17,16.42,0,41.18
2024-12-10,1,3,4,3,12.88,14.12,0,20.44
2024-12-10,1,3,14,3,18.93,10.36,1,98.61
2024-12-10,1,3,7,1,15.33,12.46,0,110.45
2024-12-10,1,3,1,3,18.53,14.67,0,7.79
2024-12-10,1,3,1,2,17.29,8.53,0,10.78
2024-12-10,1,3,8,2,14.77,12.13,0,62.24
2024-12-10,1,3,3,3,15.39,12.3,0,16.45
2024-12-10,1,3,15,2,15.64,9.51,0,125.26
2024-12-10,1,3,0,2,18.32,9.48,0,2.2
2024-12-10,1,3,7,4,20.69,16.46,0,38.59
2024-12-10,1,3,0,4,17.36,15.75,0,0.0
2024-12-10,1,3,2,3,16.83,10.14,0,5.51
2024-12-10,1,3,5,2,19.35,11.93,0,49.97
2024-12-11,1,3,24,4,17.7,13.47,0,108.38
2024-12-11,1,3,18,2,13.11,11.86,0,118.5
2024-12-11,1,3,6,1,19.99,9.63,0,119.6
2024-12-11,1,3,22,1,17.24,14.07,0,380.04
2024-12-11,1,3,18,2,17.34,15.04,0,154.56
2024-12-11,1,3,14,4,17.27,12.05,0,53.08
2024-12-11,1,3,16,4,13.49,14.41,0,49.48
2024-12-11,1,3,25,4,19.53,9.24,0,117.78
2024-12-11,1,3,6,2,17.06,11.33,0,50.6
2024-12-11,1,3,19,2,16.75,10.23,0,167.93
2024-12-11,1,3,4,4,17.95,12.49,0,21.17
2024-12-11,1,3,2,1,17.59,11.86,0,29.9
2024-12-11,1,3,23,1,19.98,16.23,0,460.49
2024-12-11,1,3,8,4,15.4,14.68,0,35.71
2024-12-11,1,3,15,4,18.5,9.11,0,75.21
2024-12-11,1,3,20,2,15.93,15.87,0,155.23
2024-12-11,1,3,1,4,16.54,10.08,0,5.13
2024-12-11,1,3,4,4,17.27,9.05,0,16.33
2024-12-11,1,3,5,1,16.2,12.47,0,82.62
2024-12-11,1,3,19,3,16.84,14.8,0,112.45
2024-12-11,1,3,9,3,11.75,14.15,0,31.11
2024-12-11,1,3,3,3,19.09,13.74,0,22.93
2024-12-11,1,3,24,3,19.41,11.62,0,160.16
2024-12-11,1,3,2,4,16.42,16.68,0,10.21
2024-12-12,1,3,5,3,14.16,15.79,0,31.32
2024-12-12,1,3,7,3,16.65,13.03,0,38.48
2024-12-12,1,3,2,3,18.05,8.87,0,9.1
2024-12-12,1,3,14,3,13.87,13.63,0,61.56
2024-12-12,1,3,7,3,20.94,11.3,0,51.72
2024-12-12,1,3,14,3,16.64,8.1,0,75.08
2024-12-12,1,3,2,3,15.16,13.46,0,14.88
2024-12-12,1,3,2,3,13.34,16.26,0,8.62
2024-12-12,1,3,14,3,18.73,11.14,0,92.48
2024-12-12,1,3,6,2,15.38,13.19,0,51.63
2024-12-12,1,3,17,2,16.69,12.11,0,147.85
2024-12-12,1,3,7,4,14.38,14.09,0,28.1
2024-12-12,1,3,6,1,16.02,14.71,0,96.87
2024-12-12,1,3,3,4,20.06,9.9,0,15.77
2024-12-12,1,3,3,1,15.45,11.97,0,46.79
2024-12-12,1,3,12,1,21.2,8.84,0,264.71
2024-12-12,1,3,16,2,15.06,12.14,1,133.06
2024-12-13,1,3,2,1,15.99,9.45,0,37.24
2024-12-13,1,3,12,2,16.62,9.95,0,103.34
2024-12-13,1,3,3,4,14.77,8.82,0,12.97
2024-12-13,1,3,11,3,16.21,16.89,0,54.79
2024-12-13,1,3,7,4,21.11,14.8,0,41.19
2024-12-13,1,3,2,4,18.4,13.2,0,10.12
2024-12-13,1,3,11,4,19.01,14.5,0,50.22
2024-12-13,1,3,11,3,15.62,11.26,0,54.53
2024-12-13,1,3,5,1,17.61,8.51,0,88.39
2024-12-13,1,3,5,4,17.11,8.4,0,19.74
2024-12-13,1,3,1,3,15.93,16.41,0,6.5
2024-12-13,1,3,11,4,21.54,16.6,0,53.72
2024-12-13,1,3,1,3,18.13,14.71,0,6.97
2024-12-13,1,3,2,3,14.12,9.59,0,4.78
2024-12-14,1,3,19,3,19.77,9.58,0,124.96
2024-12-14,1,3,13,2,15.86,15.43,0,96.39
2024-12-14,1,3,18,3,16.78,10.27,0,100.1
2024-12-14,1,3,18,3,15.26,16.05,0,91.42
2024-12-14,1,3,21,3,16.8,10.16,0,123.84
2024-12-14,1,3,17,1,14.25,14.76,0,243.61
2024-12-14,1,3,10,2,17.79,13.14,0,78.64
2024-12-14,1,3,14,4,19.58,10.84,1,81.66
2024-12-14,1,3,16,4,13.2,12.76,1,71.66
2024-12-14,1,3,19,1,19.21,12.04,0,369.75
2024-12-14,1,3,22,1,18.17,8.45,0,401.2
2024-12-14,1,3,3,3,17.02,8.01,1,42.63
2024-12-14,1,3,24,4,18.76,16.19,0,115.3
2024-12-14,1,3,20,1,16.47,9.04,0,327.55
2024-12-14,1,3,22,1,15.59,8.49,0,342.96
2024-12-14,1,3,5,1,17.63,9.37,0,91.89
2024-12-14,1,3,16,3,18.54,15.86,0,102.92
2024-12-14,1,3,12,1,16.48,11.2,0,195.77
2024-12-14,1,3,21,3,17.01,11.99,0,115.72
2024-12-14,1,3,22,3,18.68,10.64,0,135.46
2024-12-14,1,3,6,4,18.61,15.2,0,28.42
2024-12-14,1,3,17,1,13.52,12.11,0,235.39
2024-12-14,1,3,4,3,16.78,10.16,0,27.86
2024-12-15,1,3,14,2,16.36,15.51,0,118.69
2024-12-15,1,3,15,3,15.92,9.08,0,83.5
2024-12-15,1,3,18,1,17.06,14.06,0,305.04
2024-12-15,1,3,4,1,15.59,11.0,0,60.28
2024-12-15,1,3,19,4,20.97,11.28,0,99.2
2024-12-15,1,3,6,1,18.13,9.06,0,116.87
2024-12-15,1,3,1,4,14.54,15.94,0,3.58
2024-12-15,1,3,6,4,13.13,10.11,0,25.15
2024-12-15,1,3,20,1,17.37,8.55,0,347.91
2024-12-15,1,3,19,4,19.7,9.03,0,93.27
2024-12-15,1,3,12,1,21.94,15.61,0,259.28
2024-12-15,1,3,9,4,18.3,16.9,1,60.94
2024-12-15,1,3,3,4,14.05,10.46,0,10.01
2024-12-15,1,3,15,2,14.47,9.49,0,109.39
2024-12-15,1,3,0,1,12.75,13.29,0,0.0
2024-12-15,1,3,10,3,15.67,8.94,0,56.94
2024-12-15,1,3,12,3,15.69,11.41,0,60.39
2024-12-15,1,3,16,1,20.56,13.74,0,325.22
2024-12-15,1,3,5,2,19.12,14.72,0,53.03
2024-12-16,1,3,5,2,18.03,11.04,0,42.09
2024-12-16,1,3,7,2,17.66,13.73,0,59.53
2024-12-16,1,3,3,3,18.11,16.61,0,17.96
2024-12-16,1,3,11,3,20.77,14.11,0,73.11
2024-12-16,1,3,7,1,19.07,10.67,0,129.77
2024-12-16,1,3,5,4,15.87,12.67,1,38.47
2024-12-16,1,3,21,4,17.17,14.88,0,79.31
2024-12-16,1,3,12,4,19.75,14.73,0,59.92
2024-12-16,1,3,13,4,20.08,10.12,0,54.43
2024-12-16,1,3,6,1,18.86,14.76,0,120.05
2024-12-16,1,3,21,3,17.15,14.3,0,120.78
2024-12-16,1,3,3,1,16.76,12.73,1,74.24
2024-12-16,1,3,8,1,16.93,8.41,0,139.31
2024-12-16,1,3,20,4,24.0,12.72,0,113.76
2024-12-16,1,3,8,4,20.01,11.83,0,41.22
2024-12-16,1,3,8,4,18.64,14.19,0,36.08
2024-12-16,1,3,15,1,16.63,11.65,0,244.11
2024-12-16,1,3,3,3,15.54,14.06,0,20.58
2024-12-16,1,3,13,4,17.62,11.73,0,57.08
2024-12-17,1,3,28,3,18.72,13.34,0,165.59
2024-12-17,1,3,4,3,18.15,8.75,0,30.48
2024-12-17,1,3,3,1,12.3,13.24,0,45.82
2024-12-17,1,3,12,3,19.49,10.5,0,79.71
2024-12-17,1,3,22,4,16.27,13.12,0,83.81
2024-12-17,1,3,16,1,18.08,10.58,0,289.73
2024-12-17,1,3,6,2,17.24,13.84,1,70.1
2024-12-17,1,3,9,1,17.28,15.76,0,156.72
2024-12-17,1,3,21,4,15.57,9.25,0,76.74
2024-12-17,1,3,20,1,15.52,12.01,0,312.46
2024-12-17,1,3,31,3,16.13,16.59,0,166.09
2024-12-17,1,3,18,2,18.65,14.36,0,172.7
2024-12-17,1,3,32,4,20.41,16.02,0,155.25
2024-12-17,1,3,1,1,13.56,11.42,0,14.59
2024-12-17,1,3,27,4,15.1,16.77,0,95.74
2024-12-17,1,3,6,4,16.36,11.38,0,25.94
2024-12-17,1,3,6,2,15.73,8.19,0,47.48
2024-12-17,1,3,11,1,17.04,10.66,0,182.0
2024-12-17,1,3,29,2,22.26,11.05,0,322.26
2024-12-17,1,3,27,4,19.05,14.59,0,125.37
2024-12-17,1,3,22,2,17.99,10.21,0,199.07
2024-12-17,1,3,21,4,18.06,15.87,0,92.5
2024-12-17,1,3,33,1,16.81,10.25,0,553.94
2024-12-17,1,3,16,3,18.51,11.45,0,98.42
2024-12-17,1,3,4,2,17.47,14.03,0,33.71
2024-12-17,1,3,7,1,17.44,14.59,0,128.7
2024-12-17,1,3,15,1,15.45,12.85,0,228.98
2024-12-17,1,3,6,1,19.11,9.01,0,118.4
2024-12-17,1,3,23,2,17.13,16.99,0,203.62
2024-12-17,1,3,2,4,20.0,14.02,0,11.65
2024-12-17,1,3,25,4,14.74,9.33,0,91.43
2024-12-18,1,3,2,1,18.62,9.81,0,31.28
2024-12-18,1,3,22,4,17.63,14.94,0,108.28
2024-12-18,1,3,7,2,18.96,8.4,0,57.46
2024-12-18,1,3,16,2,15.95,12.53,0,130.31
2024-12-18,1,3,8,3,17.51,11.32,0,43.09
2024-12-18,1,3,4,2,15.29,13.79,0,34.52
2024-12-18,1,3,7,3,15.29,14.97,0,33.19
2024-12-18,1,3,14,2,17.96,12.94,0,123.95
2024-12-18,1,3,3,3,15.4,9.66,0,17.35
2024-12-18,1,3,4,3,16.2,15.25,0,22.03
2024-12-18,1,3,12,4,13.37,15.05,0,45.9
2024-12-18,1,3,10,3,21.35,12.89,0,76.67
2024-12-18,1,3,4,2,18.45,10.2,0,39.92
2024-12-18,1,3,3,3,16.76,9.42,0,22.29
2024-12-18,1,3,18,4,17.0,16.87,0,70.65
2024-12-18,1,3,22,3,18.55,16.85,0,136.74
2024-12-18,1,3,8,4,13.44,9.32,0,20.65
