date,centre_id,crop_id,capacity,bookings,arrivals,quantity,no_show_rate
2024-08-09,1,3,40,21,19,285.221,0.0869
2024-08-10,1,3,35,23,22,285.749,0.0349
2024-08-11,1,3,35,18,16,233.863,0.0961
2024-08-12,1,3,40,28,26,323.741,0.083
2024-08-13,1,3,40,32,29,450.85,0.0894
2024-08-14,1,3,40,16,14,180.173,0.1109
2024-08-15,1,3,40,20,18,196.734,0.0752
2024-08-16,1,3,40,24,22,257.995,0.0831
2024-08-17,1,3,35,24,21,330.348,0.1105
2024-08-18,1,3,35,21,20,312.722,0.0665
2024-08-19,1,3,40,18,16,215.359,0.1057
2024-08-20,1,3,40,24,22,352.736,0.0699
2024-08-21,1,3,40,20,19,295.124,0.0669
2024-08-22,1,3,40,21,19,284.125,0.0964
2024-08-23,1,3,40,19,17,237.694,0.1106
2024-08-24,1,3,35,19,18,267.895,0.046
2024-08-25,1,3,35,21,19,244.113,0.0855
2024-08-26,1,3,40,19,17,260.316,0.0971
2024-08-27,1,3,40,30,27,376.157,0.1058
2024-08-28,1,3,40,22,20,337.19,0.0985
2024-08-29,1,3,40,24,21,312.097,0.1133
2024-08-30,1,3,40,22,20,271.853,0.0951
2024-08-31,1,3,35,27,23,357.107,0.1593
2024-09-01,1,3,35,13,12,178.546,0.0714
2024-09-02,1,3,40,23,22,266.488,0.0493
2024-09-03,1,3,40,16,14,217.587,0.1026
2024-09-04,1,3,40,14,13,211.37,0.0522
2024-09-05,1,3,40,21,19,290.86,0.0739
2024-09-06,1,3,40,18,16,227.866,0.0973
2024-09-07,1,3,35,17,16,147.534,0.0622
2024-09-08,1,3,35,17,15,224.772,0.0973
2024-09-09,1,3,40,23,21,272.263,0.0675
2024-09-10,1,3,40,18,17,287.6,0.0756
2024-09-11,1,3,40,13,12,152.105,0.0438
2024-09-12,1,3,40,17,16,226.834,0.0846
2024-09-13,1,3,40,19,16,286.657,0.1437
2024-09-14,1,3,35,22,20,195.424,0.0968
2024-09-15,1,3,35,16,14,216.119,0.0991
2024-09-16,1,3,40,31,28,423.997,0.0871
2024-09-17,1,3,40,19,18,228.64,0.0662
2024-09-18,1,3,40,20,18,294.578,0.0882
2024-09-19,1,3,40,23,22,302.917,0.0628
2024-09-20,1,3,40,7,7,85.88,0.0243
2024-09-21,1,3,35,11,10,151.833,0.1059
2024-09-22,1,3,35,14,13,184.165,0.0721
2024-09-23,1,3,40,20,19,251.423,0.0726
2024-09-24,1,3,40,18,16,266.798,0.0958
2024-09-25,1,3,40,12,12,127.685,0.0416
2024-09-26,1,3,40,30,28,471.531,0.0744
2024-09-27,1,3,40,18,17,230.419,0.0762
2024-09-28,1,3,35,21,19,262.136,0.0796
2024-09-29,1,3,35,20,19,260.225,0.0618
2024-09-30,1,3,40,20,19,287.523,0.0712
2024-10-01,1,3,40,19,17,319.649,0.1073
2024-10-02,1,3,40,19,17,232.714,0.128
2024-10-03,1,3,40,23,21,282.723,0.067
2024-10-04,1,3,40,24,22,320.973,0.0895
2024-10-05,1,3,35,15,14,150.248,0.0696
2024-10-06,1,3,35,11,10,130.202,0.0534
2024-10-07,1,3,40,13,12,185.753,0.1139
2024-10-08,1,3,40,17,15,192.12,0.1102
2024-10-09,1,3,40,22,20,229.26,0.1042
2024-10-10,1,3,40,20,18,305.303,0.1059
2024-10-11,1,3,40,21,19,255.724,0.0724
2024-10-12,1,3,35,15,13,191.618,0.1078
2024-10-13,1,3,35,20,18,209.083,0.0818
2024-10-14,1,3,40,26,23,349.246,0.13
2024-10-15,1,3,40,21,19,259.485,0.0748
2024-10-16,1,3,40,14,13,240.9,0.0782
2024-10-17,1,3,40,18,16,227.892,0.133
2024-10-18,1,3,40,14,13,210.347,0.0973
2024-10-19,1,3,35,25,24,341.385,0.056
2024-10-20,1,3,35,14,13,157.182,0.0842
2024-10-21,1,3,40,20,19,244.724,0.0631
2024-10-22,1,3,40,19,17,235.986,0.0824
2024-10-23,1,3,40,22,19,251.777,0.1146
2024-10-24,1,3,40,16,15,199.268,0.0859
2024-10-25,1,3,40,26,22,352.365,0.161
2024-10-26,1,3,35,17,16,213.269,0.0566
2024-10-27,1,3,35,10,9,116.329,0.1086
2024-10-28,1,3,40,34,31,452.633,0.1026
2024-10-29,1,3,40,24,22,343.252,0.0665
2024-10-30,1,3,40,19,18,249.556,0.0635
2024-10-31,1,3,40,20,18,266.388,0.0898
2024-11-01,1,3,40,10,9,136.02,0.1155
2024-11-02,1,3,35,22,21,287.057,0.0665
2024-11-03,1,3,35,16,15,216.981,0.0826
2024-11-04,1,3,40,32,30,466.697,0.0621
2024-11-05,1,3,40,23,21,290.06,0.068
2024-11-06,1,3,40,18,16,250.342,0.0967
2024-11-07,1,3,40,17,16,219.748,0.0879
2024-11-08,1,3,40,18,16,204.696,0.11
2024-11-09,1,3,35,20,18,228.719,0.0818
2024-11-10,1,3,35,23,20,213.518,0.1111
2024-11-11,1,3,40,18,16,189.364,0.0855
2024-11-12,1,3,40,27,25,356.549,0.0799
2024-11-13,1,3,40,20,19,270.399,0.0741
2024-11-14,1,3,40,18,16,252.378,0.107
2024-11-15,1,3,40,14,12,200.353,0.1123
2024-11-16,1,3,35,21,19,247.678,0.0844
2024-11-17,1,3,35,18,17,195.245,0.0813
2024-11-18,1,3,40,20,18,228.25,0.1125
2024-11-19,1,3,40,16,15,226.134,0.0644
2024-11-20,1,3,40,16,15,198.271,0.0731
2024-11-21,1,3,40,24,22,334.557,0.0722
2024-11-22,1,3,40,22,21,249.735,0.0495
2024-11-23,1,3,35,17,16,232.666,0.0423
2024-11-24,1,3,35,16,15,242.967,0.0704
2024-11-25,1,3,40,15,14,200.19,0.0842
2024-11-26,1,3,40,17,16,196.406,0.0758
2024-11-27,1,3,40,16,14,181.155,0.116
2024-11-28,1,3,40,20,18,286.277,0.0962
2024-11-29,1,3,40,22,20,334.21,0.0832
2024-11-30,1,3,35,18,17,227.007,0.0461
2024-12-01,1,3,35,20,18,329.328,0.0937
2024-12-02,1,3,40,27,26,374.139,0.0554
2024-12-03,1,3,40,16,14,221.697,0.1214
2024-12-04,1,3,40,23,21,347.599,0.0692
2024-12-05,1,3,40,17,15,175.094,0.0955
2024-12-06,1,3,40,21,19,300.567,0.096
2024-12-07,1,3,35,26,25,431.201,0.0542
2024-12-08,1,3,35,20,17,242.052,0.1283
2024-12-09,1,3,40,26,25,330.135,0.0333
2024-12-10,1,3,40,16,14,257.659,0.1182
2024-12-11,1,3,40,27,24,382.51,0.101
2024-12-12,1,3,40,19,17,274.954,0.1032
2024-12-13,1,3,40,16,15,200.681,0.0778
2024-12-14,1,3,35,26,24,377.522,0.0957
2024-12-15,1,3,35,21,19,293.239,0.0855
2024-12-16,1,3,40,22,20,319.197,0.1025
2024-12-17,1,3,40,35,32,459.203,0.0862
2024-12-18,1,3,40,24,22,237.313,0.0886
2024-12-19,1,3,40,23,20,303.954,0.1193
2024-12-20,1,3,40,19,18,215.919,0.0442
2024-12-21,1,3,35,23,21,239.323,0.092
2024-12-22,1,3,35,25,22,335.711,0.1133
2024-12-23,1,3,40,21,19,240.44,0.1012
2024-12-24,1,3,40,28,26,289.514,0.0863
2024-12-25,1,3,40,24,21,355.146,0.1128
2024-12-26,1,3,40,21,20,280.321,0.0498
2024-12-27,1,3,40,28,26,356.317,0.0652
2024-12-28,1,3,35,33,31,468.012,0.0607
2024-12-29,1,3,35,17,15,216.811,0.1019
2024-12-30,1,3,40,31,28,457.669,0.0966
2024-12-31,1,3,40,33,29,420.51,0.1088
2025-01-01,1,3,40,18,16,289.3,0.1136
2025-01-02,1,3,40,26,24,351.747,0.0908
2025-01-03,1,3,40,32,30,359.024,0.0737
2025-01-04,1,3,35,20,18,279.764,0.1198
2025-01-05,1,3,35,31,28,351.687,0.1069
2025-01-06,1,3,40,17,16,235.538,0.0391
2025-01-07,1,3,40,30,27,458.954,0.1161
2025-01-08,1,3,40,24,21,285.579,0.1259
2025-01-09,1,3,40,22,20,285.93,0.0748
2025-01-10,1,3,40,33,31,426.821,0.0698
2025-01-11,1,3,35,23,21,277.827,0.0944
2025-01-12,1,3,35,25,23,337.706,0.0642
2025-01-13,1,3,40,26,24,335.644,0.0956
2025-01-14,1,3,40,32,29,446.388,0.1039
2025-01-15,1,3,40,18,16,232.341,0.0906
2025-01-16,1,3,40,24,23,334.568,0.0599
2025-01-17,1,3,40,27,24,272.932,0.103
2025-01-18,1,3,35,20,18,242.362,0.094
2025-01-19,1,3,35,23,22,280.183,0.0418
2025-01-20,1,3,40,21,19,297.386,0.1008
2025-01-21,1,3,40,44,41,457.531,0.0726
2025-01-22,1,3,40,26,24,357.266,0.0959
2025-01-23,1,3,40,36,33,424.006,0.0758
2025-01-24,1,3,40,22,21,291.723,0.06
2025-01-25,1,3,35,33,29,470.475,0.1097
2025-01-26,1,3,35,23,21,307.454,0.0759
2025-01-27,1,3,40,26,24,298.163,0.0874
2025-01-28,1,3,40,30,27,454.957,0.1072
2025-01-29,1,3,40,28,26,383.337,0.0611
2025-01-30,1,3,40,28,25,398.342,0.0956
2025-01-31,1,3,40,32,29,473.879,0.0844
2025-02-01,1,3,35,31,28,346.143,0.1108
2025-02-02,1,3,35,31,29,376.632,0.0749
2025-02-03,1,3,40,26,24,316.027,0.0841
2025-02-04,1,3,40,29,24,379.264,0.1656
2025-02-05,1,3,40,23,20,314.964,0.1194
2025-02-06,1,3,40,27,24,320.111,0.104
2025-02-07,1,3,40,34,31,406.336,0.0905
2025-02-08,1,3,35,34,31,477.086,0.09
2025-02-09,1,3,35,22,20,294.404,0.0813
2025-02-10,1,3,40,37,35,542.197,0.0583
2025-02-11,1,3,40,37,34,475.223,0.0849
2025-02-12,1,3,40,29,25,412.276,0.1366
2025-02-13,1,3,40,31,27,449.779,0.1132
2025-02-14,1,3,40,27,25,340.58,0.0771
2025-02-15,1,3,35,26,24,301.199,0.0633
2025-02-16,1,3,35,29,26,373.675,0.1097
2025-02-17,1,3,40,36,33,358.013,0.0722
2025-02-18,1,3,40,44,39,599.766,0.1114
2025-02-19,1,3,40,30,28,404.345,0.0521
2025-02-20,1,3,40,35,30,408.164,0.1423
2025-02-21,1,3,40,25,23,334.02,0.0926
2025-02-22,1,3,35,20,18,256.916,0.0766
2025-02-23,1,3,35,31,27,476.211,0.1208
2025-02-24,1,3,40,34,31,404.068,0.0994
2025-02-25,1,3,40,46,42,498.264,0.094
2025-02-26,1,3,40,28,25,333.455,0.107
2025-02-27,1,3,40,27,25,403.103,0.0832
2025-02-28,1,3,40,22,20,259.874,0.0791
2025-03-01,1,3,35,34,30,466.728,0.1217
2025-03-02,1,3,35,30,26,411.866,0.1391
2025-03-03,1,3,40,33,29,384.663,0.1246
2025-03-04,1,3,40,33,30,476.975,0.0933
2025-03-05,1,3,40,33,30,325.597,0.0844
2025-03-06,1,3,40,32,31,372.166,0.0264
2025-03-07,1,3,40,28,26,323.454,0.088
2025-03-08,1,3,35,34,31,415.039,0.0935
2025-03-09,1,3,35,18,16,249.185,0.1201
2025-03-10,1,3,40,35,33,418.808,0.0501
2025-03-11,1,3,40,39,35,575.389,0.0973
2025-03-12,1,3,40,29,27,335.622,0.0654
2025-03-13,1,3,40,21,20,279.418,0.0539
2025-03-14,1,3,40,31,28,353.99,0.0976
2025-03-15,1,3,35,32,29,407.892,0.1058
2025-03-16,1,3,35,30,27,368.805,0.0885
2025-03-17,1,3,40,39,34,578.364,0.1205
2025-03-18,1,3,40,37,34,411.891,0.075
2025-03-19,1,3,40,31,29,369.959,0.0671
2025-03-20,1,3,40,39,34,501.091,0.1238
2025-03-21,1,3,40,30,26,392.573,0.1274
2025-03-22,1,3,35,24,22,324.661,0.0987
2025-03-23,1,3,35,27,26,259.682,0.0514
2025-03-24,1,3,40,28,25,352.344,0.0925
2025-03-25,1,3,40,36,32,426.628,0.1028
2025-03-26,1,3,40,28,25,400.017,0.0945
2025-03-27,1,3,40,37,34,516.276,0.0936
2025-03-28,1,3,40,29,27,392.58,0.0702
2025-03-29,1,3,35,33,31,432.175,0.0553
2025-03-30,1,3,35,22,20,275.603,0.072
2025-03-31,1,3,40,32,29,396.162,0.0828
2025-04-01,1,3,40,23,21,283.995,0.0836
2025-04-02,1,3,40,34,31,497.377,0.0896
2025-04-03,1,3,40,32,30,426.953,0.0774
2025-04-04,1,3,40,27,24,334.978,0.1015
2025-04-05,1,3,35,31,29,417.447,0.0647
2025-04-06,1,3,35,27,23,381.825,0.1503
2025-04-07,1,3,40,32,28,447.907,0.1159
2025-04-08,1,3,40,22,21,262.048,0.0516
2025-04-09,1,3,40,25,23,281.218,0.0768
2025-04-10,1,3,40,36,33,480.689,0.0869
2025-04-11,1,3,40,29,26,359.648,0.0874
2025-04-12,1,3,35,22,20,298.562,0.0913
2025-04-13,1,3,35,22,21,236.144,0.0625
2025-04-14,1,3,40,34,31,516.42,0.0748
2025-04-15,1,3,40,33,30,490.925,0.0765
2025-04-16,1,3,40,39,36,568.143,0.0726
2025-04-17,1,3,40,32,29,394.787,0.0938
2025-04-18,1,3,40,30,27,389.275,0.0921
2025-04-19,1,3,35,27,25,375.324,0.0834
2025-04-20,1,3,35,25,22,338.075,0.1084
2025-04-21,1,3,40,41,39,540.7,0.0504
2025-04-22,1,3,40,40,38,562.14,0.0505
2025-04-23,1,3,40,31,27,530.682,0.137
2025-04-24,1,3,40,27,24,324.557,0.0954
2025-04-25,1,3,40,31,28,452.765,0.1029
2025-04-26,1,3,35,25,22,330.939,0.1039
2025-04-27,1,3,35,31,29,392.857,0.0777
2025-04-28,1,3,40,48,44,614.357,0.0778
2025-04-29,1,3,40,32,29,325.819,0.108
2025-04-30,1,3,40,28,25,391.705,0.0979
2025-05-01,1,3,40,28,26,281.203,0.0857
2025-05-02,1,3,40,26,24,337.402,0.0829
2025-05-03,1,3,35,39,34,577.995,0.1205
2025-05-04,1,3,35,17,16,206.421,0.0519
2025-05-05,1,3,40,42,39,671.202,0.0703
2025-05-06,1,3,40,37,33,520.83,0.1103
2025-05-07,1,3,40,32,30,350.197,0.0691
2025-05-08,1,3,40,37,33,463.429,0.1155
2025-05-09,1,3,40,32,29,387.112,0.1004
2025-05-10,1,3,35,36,34,480.116,0.0441
2025-05-11,1,3,35,21,19,233.198,0.1026
2025-05-12,1,3,40,21,20,266.951,0.0635
2025-05-13,1,3,40,24,22,333.665,0.0877
2025-05-14,1,3,40,30,28,361.47,0.0598
2025-05-15,1,3,40,22,20,278.109,0.0875
2025-05-16,1,3,40,16,15,198.39,0.0798
2025-05-17,1,3,35,23,21,305.306,0.0973
2025-05-18,1,3,35,20,18,294.159,0.0877
2025-05-19,1,3,40,35,30,604.901,0.1341
2025-05-20,1,3,40,28,26,347.871,0.0848
2025-05-21,1,3,40,15,14,194.423,0.0964
2025-05-22,1,3,40,41,39,527.606,0.0546
2025-05-23,1,3,40,24,23,332.041,0.0461
2025-05-24,1,3,35,21,20,278.556,0.0565
2025-05-25,1,3,35,20,19,238.287,0.0542
2025-05-26,1,3,40,20,18,293.984,0.1001
2025-05-27,1,3,40,24,22,369.688,0.0941
2025-05-28,1,3,40,32,28,352.464,0.1184
2025-05-29,1,3,40,27,24,329.066,0.1134
2025-05-30,1,3,40,27,25,323.549,0.0892
2025-05-31,1,3,35,30,27,414.133,0.1029
2025-06-01,1,3,35,33,30,412.062,0.094
2025-06-02,1,3,40,28,26,422.618,0.076
2025-06-03,1,3,40,28,26,273.517,0.0746
2025-06-04,1,3,40,25,24,370.147,0.043
2025-06-05,1,3,40,16,15,239.317,0.0504
2025-06-06,1,3,40,29,27,322.551,0.0671
2025-06-07,1,3,35,41,36,550.042,0.1273
2025-06-08,1,3,35,31,27,411.682,0.1321
2025-06-09,1,3,40,31,29,326.881,0.0624
2025-06-10,1,3,40,33,32,488.713,0.0297
2025-06-11,1,3,40,22,20,279.071,0.0801
2025-06-12,1,3,40,22,20,280.738,0.0746
2025-06-13,1,3,40,28,26,410.311,0.0619
2025-06-14,1,3,35,31,28,462.871,0.1102
2025-06-15,1,3,35,20,17,225.692,0.1253
2025-06-16,1,3,40,37,34,394.626,0.0709
2025-06-17,1,3,40,34,30,473.049,0.1128
2025-06-18,1,3,40,21,19,243.665,0.1136
2025-06-19,1,3,40,31,28,369.735,0.1114
2025-06-20,1,3,40,31,28,420.206,0.0877
2025-06-21,1,3,35,27,25,415.328,0.0831
2025-06-22,1,3,35,21,19,243.695,0.0826
2025-06-23,1,3,40,22,20,271.04,0.1131
2024-01-01,2,1,45,34,31,297.062,0.0901
2024-01-02,2,1,45,33,29,213.501,0.1122
2024-01-03,2,1,45,21,20,268.153,0.0684
2024-01-04,2,1,45,25,22,242.242,0.1118
2024-01-05,2,1,45,32,29,285.604,0.0957
2024-01-06,2,1,40,30,29,375.785,0.0413
2024-01-07,2,1,40,14,13,136.728,0.0892
2024-01-08,2,1,45,30,27,340.968,0.0849
2024-01-09,2,1,45,24,22,232.438,0.0999
2024-01-10,2,1,45,20,18,204.555,0.1141
2024-01-11,2,1,45,24,23,241.249,0.0567
2024-01-12,2,1,45,28,26,184.198,0.0843
2024-01-13,2,1,40,20,19,201.409,0.0687
2024-01-14,2,1,40,18,16,151.023,0.1056
2024-01-15,2,1,45,33,31,389.029,0.0499
2024-01-16,2,1,45,21,20,205.551,0.0604
2024-01-17,2,1,45,24,22,168.652,0.0803
2024-01-18,2,1,45,25,23,220.023,0.0987
2024-01-19,2,1,45,18,17,186.453,0.0661
2024-01-20,2,1,40,27,25,248.683,0.0823
2024-01-21,2,1,40,19,17,169.71,0.0799
2024-01-22,2,1,45,26,24,240.036,0.0604
2024-01-23,2,1,45,32,29,306.344,0.1006
2024-01-24,2,1,45,24,23,217.904,0.0461
2024-01-25,2,1,45,32,29,282.4,0.0909
2024-01-26,2,1,45,22,21,126.775,0.0479
2024-01-27,2,1,40,30,28,256.523,0.083
2024-01-28,2,1,40,27,25,258.332,0.0886
2024-01-29,2,1,45,30,27,281.679,0.097
2024-01-30,2,1,45,33,29,361.372,0.1303
2024-01-31,2,1,45,35,32,273.135,0.0926
2024-02-01,2,1,45,31,28,326.425,0.101
2024-02-02,2,1,45,32,29,255.794,0.0856
2024-02-03,2,1,40,27,25,247.407,0.0865
2024-02-04,2,1,40,22,20,304.276,0.0971
2024-02-05,2,1,45,43,37,371.68,0.143
2024-02-06,2,1,45,32,29,309.365,0.0869
2024-02-07,2,1,45,26,23,253.03,0.109
2024-02-08,2,1,45,31,29,352.918,0.0725
2024-02-09,2,1,45,26,23,267.282,0.1025
2024-02-10,2,1,40,26,24,270.615,0.0876
2024-02-11,2,1,40,28,26,222.725,0.0724
2024-02-12,2,1,45,45,40,393.334,0.1068
2024-02-13,2,1,45,40,37,386.046,0.0769
2024-02-14,2,1,45,30,26,203.972,0.1418
2024-02-15,2,1,45,28,26,254.428,0.0856
2024-02-16,2,1,45,24,21,268.012,0.1057
2024-02-17,2,1,40,29,27,266.042,0.0698
2024-02-18,2,1,40,20,19,182.975,0.0578
2024-02-19,2,1,45,16,14,153.708,0.1073
2024-02-20,2,1,45,33,29,431.073,0.1318
2024-02-21,2,1,45,36,34,242.038,0.0576
2024-02-22,2,1,45,32,29,284.654,0.0896
2024-02-23,2,1,45,25,24,247.29,0.0489
2024-02-24,2,1,40,23,19,217.133,0.1614
2024-02-25,2,1,40,26,23,226.02,0.0994
2024-02-26,2,1,45,44,40,382.715,0.1009
2024-02-27,2,1,45,27,25,223.059,0.0849
2024-02-28,2,1,45,33,29,330.29,0.1349
2024-02-29,2,1,45,28,24,280.01,0.1321
2024-03-01,2,1,45,25,23,209.374,0.0818
2024-03-02,2,1,40,29,26,238.106,0.096
2024-03-03,2,1,40,30,27,280.805,0.0934
2024-03-04,2,1,45,39,35,357.895,0.1084
2024-03-05,2,1,45,30,27,280.985,0.0852
2024-03-06,2,1,45,28,25,196.195,0.1046
2024-03-07,2,1,45,27,24,265.033,0.1005
2024-03-08,2,1,45,28,24,286.938,0.1279
2024-03-09,2,1,40,40,37,393.65,0.0873
2024-03-10,2,1,40,34,30,249.621,0.1262
2024-03-11,2,1,45,26,24,274.752,0.0766
2024-03-12,2,1,45,46,42,410.105,0.093
2024-03-13,2,1,45,22,20,167.717,0.1043
2024-03-14,2,1,45,30,26,302.681,0.1188
2024-03-15,2,1,45,22,21,180.123,0.0635
2024-03-16,2,1,40,23,21,207.171,0.082
2024-03-17,2,1,40,15,14,121.731,0.0986
2024-03-18,2,1,45,24,20,181.459,0.1547
2024-03-19,2,1,45,30,27,289.517,0.09
2024-03-20,2,1,45,30,27,221.854,0.0955
2024-03-21,2,1,45,29,26,151.782,0.1182
2024-03-22,2,1,45,35,32,366.671,0.0915
2024-03-23,2,1,40,19,17,185.126,0.0927
2024-03-24,2,1,40,26,24,214.914,0.0768
2024-03-25,2,1,45,32,29,336.016,0.0824
2024-03-26,2,1,45,40,36,451.056,0.1077
2024-03-27,2,1,45,27,25,318.018,0.0786
2024-03-28,2,1,45,29,27,309.776,0.0801
2024-03-29,2,1,45,24,22,225.73,0.0849
2024-03-30,2,1,40,30,27,303.408,0.0939
2024-03-31,2,1,40,27,24,325.535,0.1078
2024-04-01,2,1,45,36,33,271.799,0.0785
2024-04-02,2,1,45,27,25,199.71,0.0828
2024-04-03,2,1,45,27,24,293.148,0.1203
2024-04-04,2,1,45,32,30,329.191,0.0488
2024-04-05,2,1,45,23,21,265.273,0.0923
2024-04-06,2,1,40,26,23,261.518,0.0965
2024-04-07,2,1,40,31,28,248.491,0.1118
2024-04-08,2,1,45,30,27,243.21,0.1033
2024-04-09,2,1,45,35,32,304.338,0.0998
2024-04-10,2,1,45,34,31,300.16,0.0872
2024-04-11,2,1,45,33,29,354.93,0.1215
2024-04-12,2,1,45,38,35,311.763,0.0753
2024-04-13,2,1,40,38,34,459.913,0.1011
2024-04-14,2,1,40,28,26,298.256,0.0863
2024-04-15,2,1,45,35,31,338.623,0.1042
2024-04-16,2,1,45,40,35,361.482,0.1165
2024-04-17,2,1,45,26,24,229.417,0.0713
2024-04-18,2,1,45,30,27,258.193,0.0922
2024-04-19,2,1,45,34,31,287.183,0.0844
2024-04-20,2,1,40,31,30,293.844,0.0445
2024-04-21,2,1,40,29,26,337.469,0.0927
2024-04-22,2,1,45,39,35,377.449,0.1063
2024-04-23,2,1,45,34,31,330.634,0.0769
2024-04-24,2,1,45,27,25,264.4,0.0632
2024-04-25,2,1,45,19,17,204.537,0.0897
2024-04-26,2,1,45,32,30,290.376,0.067
2024-04-27,2,1,40,21,18,217.834,0.1306
2024-04-28,2,1,40,30,28,307.85,0.0774
2024-04-29,2,1,45,31,28,342.843,0.1031
2024-04-30,2,1,45,33,30,297.56,0.0873
2024-05-01,2,1,45,32,31,363.222,0.0317
2024-05-02,2,1,45,36,34,289.792,0.0648
2024-05-03,2,1,45,30,26,338.84,0.1254
2024-05-04,2,1,40,28,25,329.188,0.1013
2024-05-05,2,1,40,19,17,133.632,0.1163
2024-05-06,2,1,45,32,30,412.38,0.0549
2024-05-07,2,1,45,28,25,319.945,0.106
2024-05-08,2,1,45,34,30,332.99,0.1097
2024-05-09,2,1,45,26,24,243.303,0.0913
2024-05-10,2,1,45,27,24,340.416,0.1228
2024-05-11,2,1,40,32,29,257.379,0.0831
2024-05-12,2,1,40,34,31,468.752,0.0752
2024-05-13,2,1,45,37,33,369.385,0.1008
2024-05-14,2,1,45,33,31,308.096,0.0676
2024-05-15,2,1,45,25,23,297.044,0.0642
2024-05-16,2,1,45,34,30,390.155,0.1119
2024-05-17,2,1,45,28,26,293.857,0.0769
2024-05-18,2,1,40,31,28,334.057,0.0889
2024-05-19,2,1,40,30,26,261.672,0.1259
2024-05-20,2,1,45,30,27,248.949,0.102
2024-05-21,2,1,45,38,34,414.978,0.1077
2024-05-22,2,1,45,37,33,215.163,0.1048
2024-05-23,2,1,45,22,20,210.813,0.0896
2024-05-24,2,1,45,31,28,320.905,0.0976
2024-05-25,2,1,40,33,29,274.478,0.1177
2024-05-26,2,1,40,29,27,352.078,0.0532
2024-05-27,2,1,45,32,29,290.855,0.0834
2024-05-28,2,1,45,26,23,262.774,0.1126
2024-05-29,2,1,45,21,19,219.374,0.0778
2024-05-30,2,1,45,29,27,297.412,0.0646
2024-05-31,2,1,45,32,30,295.116,0.0757
2024-06-01,2,1,40,22,21,145.361,0.0681
2024-06-02,2,1,40,27,25,237.112,0.0921
2024-06-03,2,1,45,31,30,414.427,0.0446
2024-06-04,2,1,45,36,33,301.05,0.0865
2024-06-05,2,1,45,22,19,196.343,0.1345
2024-06-06,2,1,45,24,22,255.897,0.0704
2024-06-07,2,1,45,22,20,198.468,0.0885
2024-06-08,2,1,40,17,15,175.264,0.1312
2024-06-09,2,1,40,23,20,202.724,0.1167
2024-06-10,2,1,45,29,26,275.944,0.1051
2024-06-11,2,1,45,29,25,260.867,0.1238
2024-06-12,2,1,45,32,29,313.999,0.0889
2024-06-13,2,1,45,27,24,237.513,0.0964
2024-06-14,2,1,45,25,23,267.955,0.0749
2024-06-15,2,1,40,20,17,203.185,0.1521
2024-06-16,2,1,40,32,30,269.111,0.0719
2024-06-17,2,1,45,34,32,379.093,0.0668
2024-06-18,2,1,45,29,26,221.022,0.1024
2024-06-19,2,1,45,17,16,126.53,0.0592
2024-06-20,2,1,45,23,21,187.987,0.1058
2024-06-21,2,1,45,22,19,216.866,0.1291
2024-06-22,2,1,40,26,24,252.152,0.0909
2024-06-23,2,1,40,18,16,152.046,0.1304
2024-06-24,2,1,45,30,27,284.637,0.0843
2024-06-25,2,1,45,32,30,288.841,0.0756
2024-06-26,2,1,45,19,17,213.221,0.11
2024-06-27,2,1,45,26,24,304.723,0.0597
2024-06-28,2,1,45,20,18,132.722,0.0875
2024-06-29,2,1,40,34,31,398.135,0.1008
2024-06-30,2,1,40,12,11,120.188,0.0625
2024-07-01,2,1,45,30,26,282.604,0.1316
2024-07-02,2,1,45,30,28,273.542,0.0693
2024-07-03,2,1,45,28,26,230.602,0.0604
2024-07-04,2,1,45,28,25,338.822,0.0907
2024-07-05,2,1,45,26,24,307.983,0.0797
2024-07-06,2,1,40,23,20,248.407,0.112
2024-07-07,2,1,40,23,20,250.391,0.1109
2024-07-08,2,1,45,25,22,172.569,0.1392
2024-07-09,2,1,45,25,23,257.28,0.0937
2024-07-10,2,1,45,22,20,222.272,0.1077
2024-07-11,2,1,45,24,22,199.606,0.0812
2024-07-12,2,1,45,18,16,164.764,0.1103
2024-07-13,2,1,40,18,16,152.781,0.1197
2024-07-14,2,1,40,19,16,181.627,0.1492
2024-07-15,2,1,45,26,24,262.755,0.0587
2024-07-16,2,1,45,26,23,238.627,0.1064
2024-07-17,2,1,45,21,19,205.366,0.0899
2024-07-18,2,1,45,18,16,190.631,0.1186
2024-07-19,2,1,45,20,18,222.931,0.1045
2024-07-20,2,1,40,27,25,233.541,0.0745
2024-07-21,2,1,40,17,15,185.227,0.1279
2024-07-22,2,1,45,16,14,146.289,0.1125
2024-07-23,2,1,45,23,21,184.268,0.0768
2024-07-24,2,1,45,17,15,212.513,0.0927
2024-07-25,2,1,45,25,22,299.597,0.1292
2024-07-26,2,1,45,24,22,231.059,0.0635
2024-07-27,2,1,40,29,26,306.528,0.0876
2024-07-28,2,1,40,17,16,169.676,0.0551
2024-07-29,2,1,45,23,22,232.403,0.0568
2024-07-30,2,1,45,26,22,222.164,0.1524
2024-07-31,2,1,45,22,20,220.871,0.0882
2024-08-01,2,1,45,25,22,246.396,0.1144
2024-08-02,2,1,45,14,13,114.762,0.0953
2024-08-03,2,1,40,19,18,185.051,0.0549
2024-08-04,2,1,40,23,21,221.164,0.1036
2024-08-05,2,1,45,24,21,246.552,0.1284
2024-08-06,2,1,45,22,20,181.664,0.1091
